transaction_id,customer_id,amount,payment_method,status,failure_reason,attempt_number,days_since_last_payment
TXN_005248,CUST_00802,14983.53,CARD,FAILED,INSUFFICIENT_FUNDS,1,27
TXN_005249,CUST_03134,12421.16,WALLET,FAILED,CARD_EXPIRED,2,10
TXN_005250,CUST_01589,11697.33,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1,24
TXN_005251,CUST_01552,23895.88,WALLET,SUCCESS,,2,58
TXN_005252,CUST_01448,20751.4,NETBANKING,SUCCESS,,2,15
TXN_005253,CUST_04339,14672.4,WALLET,SUCCESS,,1,24
TXN_005254,CUST_04249,4179.27,WALLET,FAILED,AUTHENTICATION_FAILED,1,13
TXN_005255,CUST_00895,15445.14,CARD,FAILED,NETWORK_ERROR,2,41
TXN_005256,CUST_02040,2993.08,CARD,SUCCESS,,1,0
TXN_005257,CUST_01799,16831.2,CARD,FAILED,LIMIT_EXCEEDED,2,37
TXN_005258,CUST_00436,7738.84,CARD,SUCCESS,,1,46
TXN_005259,CUST_04713,18974.36,NETBANKING,SUCCESS,,2,45
TXN_005260,CUST_01956,6615.26,CARD,SUCCESS,,1,32
TXN_005261,CUST_04360,5483.65,CARD,SUCCESS,,2,11
TXN_005262,CUST_02257,22302.97,UPI,SUCCESS,,2,41
TXN_005263,CUST_03315,16364.39,WALLET,FAILED,LIMIT_EXCEEDED,2,39
TXN_005264,CUST_03219,35275.86,CARD,SUCCESS,,1,38
TXN_005265,CUST_01802,10761.07,NETBANKING,SUCCESS,,1,5
TXN_005266,CUST_04057,11065.67,UPI,SUCCESS,,1,16
TXN_005267,CUST_01402,12917.99,UPI,SUCCESS,,1,53
TXN_005268,CUST_02848,12466.44,NETBANKING,SUCCESS,,1,7
TXN_005269,CUST_04885,6572.86,NETBANKING,SUCCESS,,2,36
TXN_005270,CUST_00026,7903.27,CARD,SUCCESS,,2,13
TXN_005271,CUST_01517,18660.17,WALLET,SUCCESS,,2,53
TXN_005272,CUST_02502,8352.88,UPI,SUCCESS,,2,36
TXN_005273,CUST_01395,8634.9,NETBANKING,FAILED,INSUFFICIENT_FUNDS,2,3
TXN_005274,CUST_00569,1516.54,UPI,SUCCESS,,2,40
TXN_005275,CUST_01535,19183.7,NETBANKING,SUCCESS,,2,32
TXN_005276,CUST_03730,17224.74,UPI,SUCCESS,,2,58
TXN_005277,CUST_00105,21262.56,WALLET,FAILED,CARD_EXPIRED,2,59
TXN_005278,CUST_03506,9331.65,NETBANKING,SUCCESS,,1,52
TXN_005279,CUST_00171,4359.14,UPI,SUCCESS,,1,4
TXN_005280,CUST_02162,11869.07,CARD,FAILED,BANK_TIMEOUT,1,31
TXN_005281,CUST_01399,12708.95,CARD,SUCCESS,,2,17
TXN_005282,CUST_04867,16179.35,NETBANKING,SUCCESS,,1,40
TXN_005283,CUST_03882,19270.47,CARD,SUCCESS,,2,22
TXN_005284,CUST_04001,10622.43,UPI,SUCCESS,,2,22
TXN_005285,CUST_03872,7041.21,CARD,FAILED,INSUFFICIENT_FUNDS,2,2
TXN_005286,CUST_00371,3175.57,CARD,SUCCESS,,1,18
TXN_005287,CUST_04648,21036.15,NETBANKING,SUCCESS,,1,5
TXN_005288,CUST_01871,11029.54,UPI,SUCCESS,,1,59
TXN_005289,CUST_01201,15166.03,CARD,SUCCESS,,1,10
TXN_005290,CUST_00820,1828.0,NETBANKING,FAILED,CARD_EXPIRED,2,15
TXN_005291,CUST_02750,13721.98,WALLET,SUCCESS,,1,11
TXN_005292,CUST_04020,14767.95,NETBANKING,SUCCESS,,1,50
TXN_005293,CUST_04471,28019.29,NETBANKING,SUCCESS,,1,59
TXN_005294,CUST_03986,8183.32,NETBANKING,SUCCESS,,1,53
TXN_005295,CUST_02985,6109.41,WALLET,FAILED,AUTHENTICATION_FAILED,2,53
TXN_005296,CUST_00112,24706.36,NETBANKING,SUCCESS,,2,26
TXN_005297,CUST_02467,12310.27,NETBANKING,SUCCESS,,1,10
TXN_005298,CUST_04243,30220.71,WALLET,SUCCESS,,1,0
TXN_005299,CUST_00924,3224.08,NETBANKING,SUCCESS,,1,25
TXN_005300,CUST_04255,33784.79,CARD,FAILED,INSUFFICIENT_FUNDS,1,47
TXN_005301,CUST_01212,28713.24,WALLET,SUCCESS,,1,4
TXN_005302,CUST_01805,17176.14,UPI,SUCCESS,,1,53
TXN_005303,CUST_02927,15304.62,WALLET,SUCCESS,,2,19
TXN_005304,CUST_00254,4230.66,UPI,FAILED,INSUFFICIENT_FUNDS,1,2
TXN_005305,CUST_04732,24868.11,WALLET,SUCCESS,,2,3
TXN_005306,CUST_02945,6105.09,UPI,SUCCESS,,1,27
TXN_005307,CUST_00732,16461.57,UPI,SUCCESS,,1,30
TXN_005308,CUST_03095,34983.53,CARD,SUCCESS,,1,14
TXN_005309,CUST_02244,343.38,WALLET,SUCCESS,,1,50
TXN_005310,CUST_04317,23609.45,UPI,SUCCESS,,1,8
TXN_005311,CUST_02174,17516.79,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1,25
TXN_005312,CUST_02714,17561.11,WALLET,SUCCESS,,1,0
TXN_005313,CUST_04827,19369.91,WALLET,SUCCESS,,1,10
TXN_005314,CUST_02264,42866.46,NETBANKING,SUCCESS,,2,38
TXN_005315,CUST_01562,12949.7,CARD,SUCCESS,,2,42
TXN_005316,CUST_04748,26289.87,NETBANKING,SUCCESS,,1,34
TXN_005317,CUST_01008,5471.96,WALLET,FAILED,LIMIT_EXCEEDED,2,6
TXN_005318,CUST_03728,11975.28,NETBANKING,SUCCESS,,1,6
TXN_005319,CUST_02363,11945.09,CARD,SUCCESS,,1,19
TXN_005320,CUST_00069,1881.99,WALLET,SUCCESS,,2,33
TXN_005321,CUST_01206,5355.11,WALLET,FAILED,CARD_EXPIRED,2,55
TXN_005322,CUST_01231,16305.31,NETBANKING,SUCCESS,,2,44
TXN_005323,CUST_04573,13888.79,UPI,SUCCESS,,2,5
TXN_005324,CUST_02488,8734.12,WALLET,SUCCESS,,2,4
TXN_005325,CUST_02362,741.91,CARD,FAILED,BANK_TIMEOUT,1,42
TXN_005326,CUST_02415,19217.39,CARD,SUCCESS,,2,34
TXN_005327,CUST_03719,20552.91,CARD,FAILED,BANK_TIMEOUT,2,23
TXN_005328,CUST_01781,26662.52,NETBANKING,SUCCESS,,2,1
TXN_005329,CUST_04859,16320.11,CARD,SUCCESS,,2,39
TXN_005330,CUST_00436,11802.49,WALLET,SUCCESS,,1,32
TXN_005331,CUST_02506,12526.02,CARD,SUCCESS,,2,37
TXN_005332,CUST_03526,9827.65,NETBANKING,SUCCESS,,2,44
TXN_005333,CUST_00006,4551.56,CARD,SUCCESS,,1,28
TXN_005334,CUST_02060,18590.0,UPI,SUCCESS,,2,40
TXN_005335,CUST_02869,6714.51,NETBANKING,SUCCESS,,2,57
TXN_005336,CUST_04113,12670.83,UPI,SUCCESS,,1,34
TXN_005337,CUST_00705,7862.65,NETBANKING,FAILED,BANK_TIMEOUT,2,44
TXN_005338,CUST_01169,12324.43,UPI,SUCCESS,,2,36
TXN_005339,CUST_03540,11889.84,CARD,SUCCESS,,1,2
TXN_005340,CUST_02383,11180.63,UPI,FAILED,LIMIT_EXCEEDED,2,6
TXN_005341,CUST_00264,21287.0,WALLET,SUCCESS,,1,55
TXN_005342,CUST_02906,37106.93,UPI,SUCCESS,,1,57
TXN_005343,CUST_03165,21704.95,WALLET,SUCCESS,,1,55
TXN_005344,CUST_03270,20057.85,CARD,FAILED,NETWORK_ERROR,2,35
TXN_005345,CUST_02141,5254.53,NETBANKING,SUCCESS,,2,44
TXN_005346,CUST_04891,4046.51,NETBANKING,SUCCESS,,2,47
TXN_005347,CUST_01420,11114.86,WALLET,SUCCESS,,2,7
TXN_005348,CUST_02642,24998.48,UPI,SUCCESS,,1,5
TXN_005349,CUST_01635,5108.96,NETBANKING,SUCCESS,,2,11
TXN_005350,CUST_01112,11237.58,WALLET,SUCCESS,,2,18
TXN_005351,CUST_04541,6762.25,UPI,FAILED,CARD_EXPIRED,1,21
TXN_005352,CUST_02467,7328.28,NETBANKING,FAILED,CARD_EXPIRED,2,24
TXN_005353,CUST_00702,100.0,NETBANKING,SUCCESS,,1,33
TXN_005354,CUST_04643,8973.43,WALLET,SUCCESS,,2,5
TXN_005355,CUST_04472,3382.67,UPI,FAILED,CARD_EXPIRED,2,7
TXN_005356,CUST_03080,787.79,WALLET,FAILED,NETWORK_ERROR,2,14
TXN_005357,CUST_00787,20833.07,UPI,SUCCESS,,2,20
TXN_005358,CUST_04314,25975.99,WALLET,FAILED,CARD_EXPIRED,1,45
TXN_005359,CUST_02567,1069.75,NETBANKING,FAILED,AUTHENTICATION_FAILED,2,55
TXN_005360,CUST_03837,7738.49,NETBANKING,SUCCESS,,2,41
TXN_005361,CUST_03504,6150.74,WALLET,FAILED,CARD_EXPIRED,1,58
TXN_005362,CUST_03445,15274.31,WALLET,SUCCESS,,1,1
TXN_005363,CUST_03779,11767.45,CARD,SUCCESS,,2,9
TXN_005364,CUST_04579,31665.18,CARD,FAILED,NETWORK_ERROR,2,10
TXN_005365,CUST_03449,8184.04,CARD,SUCCESS,,2,44
TXN_005366,CUST_01152,3291.99,NETBANKING,FAILED,AUTHENTICATION_FAILED,2,32
TXN_005367,CUST_01988,30033.38,NETBANKING,SUCCESS,,1,26
TXN_005368,CUST_01043,771.8,NETBANKING,SUCCESS,,2,32
TXN_005369,CUST_00439,18664.15,WALLET,SUCCESS,,1,43
TXN_005370,CUST_01032,15768.72,WALLET,FAILED,NETWORK_ERROR,2,20
TXN_005371,CUST_00049,9829.72,WALLET,SUCCESS,,2,46
TXN_005372,CUST_04244,613.71,WALLET,SUCCESS,,2,1
TXN_005373,CUST_00446,3156.37,CARD,SUCCESS,,1,38
TXN_005374,CUST_00449,4033.76,NETBANKING,SUCCESS,,1,3
TXN_005375,CUST_00877,17920.56,NETBANKING,SUCCESS,,1,40
TXN_005376,CUST_04869,22469.44,CARD,SUCCESS,,2,4
TXN_005377,CUST_02381,5949.38,WALLET,SUCCESS,,1,55
TXN_005378,CUST_02715,16888.84,CARD,FAILED,BANK_TIMEOUT,2,50
TXN_005379,CUST_00995,18620.09,CARD,SUCCESS,,2,29
TXN_005380,CUST_01680,19301.07,UPI,SUCCESS,,2,28
TXN_005381,CUST_04605,2656.77,WALLET,SUCCESS,,2,22
TXN_005382,CUST_01118,1245.13,UPI,SUCCESS,,1,8
TXN_005383,CUST_01268,1814.1,NETBANKING,SUCCESS,,1,39
TXN_005384,CUST_02547,8070.79,CARD,SUCCESS,,2,47
TXN_005385,CUST_03973,11024.89,UPI,FAILED,INSUFFICIENT_FUNDS,2,10
TXN_005386,CUST_00940,1304.7,CARD,FAILED,INSUFFICIENT_FUNDS,2,28
TXN_005387,CUST_00001,5462.5,UPI,SUCCESS,,2,59
TXN_005388,CUST_04947,12446.35,CARD,FAILED,BANK_TIMEOUT,1,52
TXN_005389,CUST_04259,13319.86,CARD,FAILED,CARD_EXPIRED,2,49
TXN_005390,CUST_02026,19364.06,UPI,SUCCESS,,1,27
TXN_005391,CUST_00849,3636.88,WALLET,FAILED,INSUFFICIENT_FUNDS,1,0
TXN_005392,CUST_00202,27124.67,WALLET,SUCCESS,,2,59
TXN_005393,CUST_03201,9340.77,CARD,SUCCESS,,1,28
TXN_005394,CUST_00998,3084.19,NETBANKING,FAILED,FRAUD_SUSPECTED,2,17
TXN_005395,CUST_03315,14100.08,WALLET,SUCCESS,,1,58
TXN_005396,CUST_01508,12969.28,UPI,SUCCESS,,2,1
TXN_005397,CUST_04479,4352.47,NETBANKING,FAILED,LIMIT_EXCEEDED,1,48
TXN_005398,CUST_03598,612.99,CARD,SUCCESS,,2,51
TXN_005399,CUST_03542,21137.86,UPI,SUCCESS,,1,3
TXN_005400,CUST_00178,27958.03,UPI,SUCCESS,,2,2
TXN_005401,CUST_01161,23755.74,UPI,SUCCESS,,1,38
TXN_005402,CUST_01399,4530.82,UPI,FAILED,AUTHENTICATION_FAILED,2,35
TXN_005403,CUST_03901,3111.8,WALLET,SUCCESS,,2,19
TXN_005404,CUST_02376,10505.2,NETBANKING,SUCCESS,,1,20
TXN_005405,CUST_00820,2342.4,WALLET,SUCCESS,,1,47
TXN_005406,CUST_03010,805.88,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1,47
TXN_005407,CUST_03205,18952.87,WALLET,SUCCESS,,1,17
TXN_005408,CUST_00880,4401.34,WALLET,SUCCESS,,2,35
TXN_005409,CUST_03416,100.0,WALLET,SUCCESS,,1,45
TXN_005410,CUST_01214,3984.65,CARD,SUCCESS,,1,45
TXN_005411,CUST_02322,15971.43,WALLET,FAILED,LIMIT_EXCEEDED,2,24
TXN_005412,CUST_00985,7664.92,WALLET,SUCCESS,,2,58
TXN_005413,CUST_00091,3438.76,NETBANKING,FAILED,INSUFFICIENT_FUNDS,2,11
TXN_005414,CUST_00280,236.76,WALLET,SUCCESS,,1,7
TXN_005415,CUST_00350,8053.36,NETBANKING,SUCCESS,,2,5
TXN_005416,CUST_01142,22458.76,WALLET,FAILED,CARD_EXPIRED,1,14
TXN_005417,CUST_03755,22855.55,NETBANKING,SUCCESS,,1,45
TXN_005418,CUST_00075,17092.59,UPI,SUCCESS,,1,38
TXN_005419,CUST_02931,17648.21,UPI,SUCCESS,,1,32
TXN_005420,CUST_02858,631.22,WALLET,SUCCESS,,1,39
TXN_005421,CUST_04203,13522.23,CARD,SUCCESS,,2,1
TXN_005422,CUST_01430,17552.75,UPI,FAILED,NETWORK_ERROR,2,38
TXN_005423,CUST_02883,4425.51,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1,34
TXN_005424,CUST_03765,14238.92,UPI,SUCCESS,,1,1
TXN_005425,CUST_02281,15628.72,NETBANKING,SUCCESS,,2,53
TXN_005426,CUST_03228,20827.59,CARD,FAILED,INSUFFICIENT_FUNDS,1,6
TXN_005427,CUST_03963,100.0,WALLET,FAILED,FRAUD_SUSPECTED,2,43
TXN_005428,CUST_03865,5249.69,UPI,SUCCESS,,1,25
TXN_005429,CUST_04719,5441.73,NETBANKING,SUCCESS,,2,26
TXN_005430,CUST_01061,14103.61,NETBANKING,SUCCESS,,1,46
TXN_005431,CUST_04824,3648.69,NETBANKING,SUCCESS,,1,11
TXN_005432,CUST_04789,16535.53,WALLET,SUCCESS,,2,58
TXN_005433,CUST_00554,4452.45,CARD,SUCCESS,,1,28
TXN_005434,CUST_00242,4404.53,UPI,SUCCESS,,1,22
TXN_005435,CUST_01899,26641.73,CARD,SUCCESS,,1,16
TXN_005436,CUST_00871,1314.69,WALLET,FAILED,INSUFFICIENT_FUNDS,1,22
TXN_005437,CUST_03903,3067.71,NETBANKING,SUCCESS,,1,25
TXN_005438,CUST_01897,18790.69,UPI,FAILED,AUTHENTICATION_FAILED,1,32
TXN_005439,CUST_00864,1181.29,UPI,FAILED,BANK_TIMEOUT,2,21
TXN_005440,CUST_03147,21577.16,WALLET,SUCCESS,,2,51
TXN_005441,CUST_00528,15780.97,CARD,SUCCESS,,1,14
TXN_005442,CUST_02052,15633.58,CARD,FAILED,LIMIT_EXCEEDED,2,24
TXN_005443,CUST_00307,8321.96,CARD,FAILED,CARD_EXPIRED,1,16
TXN_005444,CUST_03618,24421.46,NETBANKING,SUCCESS,,1,2
TXN_005445,CUST_04969,5654.91,CARD,SUCCESS,,1,28
TXN_005446,CUST_01426,20792.9,NETBANKING,SUCCESS,,2,8
TXN_005447,CUST_00882,4797.63,WALLET,SUCCESS,,2,51
TXN_005448,CUST_03094,6649.77,UPI,SUCCESS,,1,39
TXN_005449,CUST_04701,9523.71,UPI,SUCCESS,,1,7
TXN_005450,CUST_01604,21580.97,NETBANKING,SUCCESS,,1,55
TXN_005451,CUST_04024,924.56,WALLET,FAILED,INSUFFICIENT_FUNDS,1,28
TXN_005452,CUST_02344,18547.54,UPI,SUCCESS,,2,34
TXN_005453,CUST_01649,17714.0,UPI,SUCCESS,,1,31
TXN_005454,CUST_03556,5437.95,UPI,SUCCESS,,1,2
TXN_005455,CUST_00705,15269.31,CARD,SUCCESS,,2,33
TXN_005456,CUST_00789,9432.73,UPI,FAILED,LIMIT_EXCEEDED,1,31
TXN_005457,CUST_00273,17419.94,UPI,FAILED,INSUFFICIENT_FUNDS,2,30
TXN_005458,CUST_00043,5691.92,NETBANKING,SUCCESS,,2,39
TXN_005459,CUST_03343,3309.33,CARD,SUCCESS,,1,54
TXN_005460,CUST_02792,15067.11,UPI,SUCCESS,,1,50
TXN_005461,CUST_04327,2395.95,WALLET,FAILED,BANK_TIMEOUT,2,35
TXN_005462,CUST_01558,24026.3,UPI,FAILED,BANK_TIMEOUT,1,20
TXN_005463,CUST_04673,13168.99,WALLET,SUCCESS,,1,33
TXN_005464,CUST_04103,9449.46,NETBANKING,FAILED,BANK_TIMEOUT,2,39
TXN_005465,CUST_02921,19073.76,UPI,SUCCESS,,2,48
TXN_005466,CUST_00551,26236.16,WALLET,SUCCESS,,2,13
TXN_005467,CUST_03503,404.09,WALLET,SUCCESS,,2,34
TXN_005468,CUST_00581,19285.62,CARD,SUCCESS,,2,25
TXN_005469,CUST_01042,11941.3,NETBANKING,SUCCESS,,1,55
TXN_005470,CUST_00827,18406.27,CARD,SUCCESS,,1,3
TXN_005471,CUST_04086,14392.49,UPI,FAILED,INSUFFICIENT_FUNDS,2,0
TXN_005472,CUST_00422,8016.98,NETBANKING,FAILED,INSUFFICIENT_FUNDS,2,43
TXN_005473,CUST_00185,20177.99,UPI,SUCCESS,,1,39
TXN_005474,CUST_02375,7542.79,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1,48
TXN_005475,CUST_03199,11251.51,NETBANKING,SUCCESS,,2,23
TXN_005476,CUST_00557,18415.61,UPI,SUCCESS,,1,43
TXN_005477,CUST_02360,3078.79,CARD,FAILED,LIMIT_EXCEEDED,2,29
TXN_005478,CUST_04378,20292.64,UPI,FAILED,NETWORK_ERROR,2,19
TXN_005479,CUST_04242,5057.71,NETBANKING,SUCCESS,,1,27
TXN_005480,CUST_03271,5023.45,CARD,FAILED,NETWORK_ERROR,1,19
TXN_005481,CUST_04473,21928.58,CARD,FAILED,CARD_EXPIRED,2,40
TXN_005482,CUST_04775,10719.49,WALLET,SUCCESS,,2,54
TXN_005483,CUST_02155,4503.9,CARD,SUCCESS,,2,26
TXN_005484,CUST_00265,11291.22,NETBANKING,SUCCESS,,1,33
TXN_005485,CUST_03453,9444.75,NETBANKING,SUCCESS,,1,11
TXN_005486,CUST_01643,16553.75,NETBANKING,SUCCESS,,2,48
TXN_005487,CUST_00487,9334.54,UPI,SUCCESS,,1,39
TXN_005488,CUST_01674,14808.25,NETBANKING,FAILED,BANK_TIMEOUT,1,21
TXN_005489,CUST_00511,4772.81,UPI,SUCCESS,,1,16
TXN_005490,CUST_04044,7273.64,CARD,SUCCESS,,2,43
TXN_005491,CUST_04620,17383.34,CARD,SUCCESS,,1,29
TXN_005492,CUST_02834,20268.51,CARD,SUCCESS,,2,22
TXN_005493,CUST_03410,16744.08,CARD,SUCCESS,,2,31
TXN_005494,CUST_04518,5475.22,WALLET,SUCCESS,,1,14
TXN_005495,CUST_01061,22523.22,NETBANKING,SUCCESS,,2,24
TXN_005496,CUST_00342,17070.03,CARD,FAILED,BANK_TIMEOUT,1,45
TXN_005497,CUST_00292,7813.38,WALLET,SUCCESS,,2,50
TXN_005498,CUST_04159,8859.34,UPI,SUCCESS,,2,49
TXN_005499,CUST_02870,25881.3,WALLET,SUCCESS,,1,58
TXN_005500,CUST_03913,4797.28,NETBANKING,SUCCESS,,1,34
TXN_005501,CUST_01866,25422.99,CARD,SUCCESS,,2,15
TXN_005502,CUST_00454,4094.87,CARD,SUCCESS,,2,30
TXN_005503,CUST_01608,7875.6,WALLET,FAILED,FRAUD_SUSPECTED,2,31
TXN_005504,CUST_00149,10009.94,WALLET,SUCCESS,,2,58
TXN_005505,CUST_00428,10743.03,WALLET,FAILED,CARD_EXPIRED,2,31
TXN_005506,CUST_03091,8291.8,UPI,SUCCESS,,1,16
TXN_005507,CUST_03521,16362.62,WALLET,FAILED,BANK_TIMEOUT,1,56
TXN_005508,CUST_04502,11906.4,UPI,FAILED,NETWORK_ERROR,1,10
TXN_005509,CUST_00947,4126.72,WALLET,SUCCESS,,1,55
TXN_005510,CUST_00967,12348.79,NETBANKING,FAILED,INSUFFICIENT_FUNDS,1,42
TXN_005511,CUST_02882,695.95,UPI,SUCCESS,,1,42
TXN_005512,CUST_02811,20715.71,WALLET,FAILED,NETWORK_ERROR,1,47
TXN_005513,CUST_00475,16693.03,UPI,SUCCESS,,1,26
TXN_005514,CUST_01901,11484.75,CARD,SUCCESS,,2,59
TXN_005515,CUST_04822,6226.09,CARD,SUCCESS,,2,33
TXN_005516,CUST_01861,25943.76,WALLET,SUCCESS,,2,40
TXN_005517,CUST_04393,9681.62,CARD,SUCCESS,,1,1
TXN_005518,CUST_00123,7525.42,UPI,SUCCESS,,1,29
TXN_005519,CUST_00466,17920.88,CARD,SUCCESS,,1,0
TXN_005520,CUST_00465,6423.11,UPI,FAILED,AUTHENTICATION_FAILED,2,36
TXN_005521,CUST_03593,22038.02,UPI,FAILED,INSUFFICIENT_FUNDS,2,53
TXN_005522,CUST_02316,8861.36,CARD,SUCCESS,,2,46
TXN_005523,CUST_02574,4959.09,NETBANKING,SUCCESS,,1,50
TXN_005524,CUST_04935,12912.32,UPI,SUCCESS,,2,6
TXN_005525,CUST_02396,14664.83,UPI,FAILED,LIMIT_EXCEEDED,2,43
TXN_005526,CUST_04966,11605.71,WALLET,SUCCESS,,2,49
TXN_005527,CUST_03922,18528.44,CARD,SUCCESS,,2,29
TXN_005528,CUST_00630,8035.61,CARD,SUCCESS,,2,58
TXN_005529,CUST_02050,15547.38,UPI,SUCCESS,,2,3
TXN_005530,CUST_04055,10328.26,NETBANKING,SUCCESS,,1,42
TXN_005531,CUST_01805,18581.39,WALLET,SUCCESS,,2,20
TXN_005532,CUST_02480,13213.89,NETBANKING,SUCCESS,,2,21
TXN_005533,CUST_04518,2273.84,NETBANKING,SUCCESS,,1,26
TXN_005534,CUST_02001,14373.18,NETBANKING,FAILED,NETWORK_ERROR,1,45
TXN_005535,CUST_02613,8188.61,CARD,SUCCESS,,1,38
TXN_005536,CUST_00443,7137.13,NETBANKING,FAILED,NETWORK_ERROR,2,24
TXN_005537,CUST_03366,11050.62,WALLET,SUCCESS,,2,25
TXN_005538,CUST_02292,2460.08,CARD,SUCCESS,,2,31
TXN_005539,CUST_01668,3555.14,UPI,SUCCESS,,2,4
TXN_005540,CUST_04268,13178.03,UPI,SUCCESS,,1,47
TXN_005541,CUST_02499,10910.15,UPI,SUCCESS,,1,36
TXN_005542,CUST_01006,13176.54,NETBANKING,SUCCESS,,1,48
TXN_005543,CUST_01163,15509.27,CARD,SUCCESS,,1,45
TXN_005544,CUST_01926,21306.57,WALLET,FAILED,CARD_EXPIRED,1,8
TXN_005545,CUST_03718,3942.71,CARD,FAILED,BANK_TIMEOUT,2,24
TXN_005546,CUST_00175,27764.86,WALLET,SUCCESS,,1,15
TXN_005547,CUST_00277,13620.66,NETBANKING,SUCCESS,,1,13
TXN_005548,CUST_02278,31572.09,WALLET,FAILED,AUTHENTICATION_FAILED,2,49
TXN_005549,CUST_02461,8261.79,CARD,SUCCESS,,2,41
TXN_005550,CUST_00490,18148.05,NETBANKING,FAILED,AUTHENTICATION_FAILED,1,5
TXN_005551,CUST_04996,9264.46,WALLET,FAILED,FRAUD_SUSPECTED,1,2
TXN_005552,CUST_04058,23973.63,CARD,SUCCESS,,1,24
TXN_005553,CUST_03135,5812.78,WALLET,SUCCESS,,1,21
TXN_005554,CUST_03638,17622.78,CARD,SUCCESS,,1,32
TXN_005555,CUST_01839,11610.58,UPI,FAILED,NETWORK_ERROR,2,39
TXN_005556,CUST_03108,21483.1,UPI,SUCCESS,,2,53
TXN_005557,CUST_03532,13376.32,CARD,SUCCESS,,2,2
TXN_005558,CUST_02500,100.0,CARD,SUCCESS,,2,46
TXN_005559,CUST_04437,10153.85,NETBANKING,SUCCESS,,1,48
TXN_005560,CUST_00213,401.95,NETBANKING,SUCCESS,,1,25
TXN_005561,CUST_02151,26610.45,UPI,SUCCESS,,1,49
TXN_005562,CUST_00225,17365.44,NETBANKING,SUCCESS,,2,13
TXN_005563,CUST_03556,7855.05,WALLET,SUCCESS,,1,26
TXN_005564,CUST_00468,21368.8,CARD,FAILED,NETWORK_ERROR,1,42
TXN_005565,CUST_04533,3617.0,WALLET,SUCCESS,,2,36
TXN_005566,CUST_02355,2880.74,WALLET,SUCCESS,,2,16
TXN_005567,CUST_03473,3919.86,NETBANKING,SUCCESS,,1,38
TXN_005568,CUST_01332,1579.93,WALLET,FAILED,BANK_TIMEOUT,2,38
TXN_005569,CUST_03829,3951.39,UPI,SUCCESS,,2,14
TXN_005570,CUST_01081,1971.79,CARD,SUCCESS,,2,1
TXN_005571,CUST_02300,6139.59,NETBANKING,SUCCESS,,1,58
TXN_005572,CUST_00701,12361.38,UPI,SUCCESS,,1,54
TXN_005573,CUST_04447,28408.6,NETBANKING,SUCCESS,,1,24
TXN_005574,CUST_02766,4655.29,WALLET,SUCCESS,,1,1
TXN_005575,CUST_00317,2026.67,NETBANKING,SUCCESS,,1,30
TXN_005576,CUST_02964,6737.22,NETBANKING,SUCCESS,,2,39
TXN_005577,CUST_02053,19503.59,CARD,SUCCESS,,2,6
TXN_005578,CUST_01019,21732.81,NETBANKING,FAILED,CARD_EXPIRED,1,8
TXN_005579,CUST_04657,14718.41,NETBANKING,SUCCESS,,2,12
TXN_005580,CUST_02167,14789.82,UPI,SUCCESS,,1,20
TXN_005581,CUST_03636,2525.29,WALLET,FAILED,BANK_TIMEOUT,2,35
TXN_005582,CUST_00142,20708.49,WALLET,SUCCESS,,1,22
TXN_005583,CUST_00073,12672.7,WALLET,SUCCESS,,2,44
TXN_005584,CUST_00304,7700.63,NETBANKING,SUCCESS,,1,49
TXN_005585,CUST_03934,12095.03,UPI,SUCCESS,,2,8
TXN_005586,CUST_03348,23348.5,CARD,SUCCESS,,1,50
TXN_005587,CUST_04748,19296.29,CARD,SUCCESS,,1,36
TXN_005588,CUST_02265,35323.87,NETBANKING,SUCCESS,,1,25
TXN_005589,CUST_00525,4233.44,WALLET,FAILED,INSUFFICIENT_FUNDS,2,27
TXN_005590,CUST_01473,1315.28,NETBANKING,FAILED,AUTHENTICATION_FAILED,2,19
TXN_005591,CUST_02263,8668.82,NETBANKING,SUCCESS,,2,37
TXN_005592,CUST_04055,11904.88,UPI,SUCCESS,,2,28
TXN_005593,CUST_01864,8714.6,UPI,FAILED,BANK_TIMEOUT,1,52
TXN_005594,CUST_01204,25954.1,CARD,FAILED,INSUFFICIENT_FUNDS,1,28
TXN_005595,CUST_01907,20792.95,CARD,SUCCESS,,2,40
TXN_005596,CUST_00316,2954.21,UPI,SUCCESS,,2,23
TXN_005597,CUST_04152,30183.13,WALLET,SUCCESS,,1,0
TXN_005598,CUST_04751,19138.17,NETBANKING,SUCCESS,,2,50
TXN_005599,CUST_00344,14031.44,UPI,SUCCESS,,1,28
TXN_005600,CUST_00499,5762.2,NETBANKING,SUCCESS,,2,26
TXN_005601,CUST_02109,6811.69,CARD,FAILED,CARD_EXPIRED,2,20
TXN_005602,CUST_02895,6668.36,CARD,SUCCESS,,1,18
TXN_005603,CUST_04920,14416.99,UPI,FAILED,INSUFFICIENT_FUNDS,1,57
TXN_005604,CUST_02865,10170.23,CARD,FAILED,BANK_TIMEOUT,2,24
TXN_005605,CUST_00635,13555.19,WALLET,SUCCESS,,1,49
TXN_005606,CUST_00928,6317.88,CARD,FAILED,NETWORK_ERROR,1,51
